SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
JCHAC, EQ, 01-Oct-2018, 1840.80, 1831.25, 1842.70, 1737.85, 1825.00, 1823.65, 1796.70, 3008, 54.04, 800, 1732, 57.58
JETAIRWAYS, EQ, 01-Oct-2018, 180.10, 172.80, 177.00, 162.80, 171.50, 171.35, 169.47, 7429791, 12591.12, 59596, 267937, 3.61
JETFREIGHT, SM, 01-Oct-2018, 33.50, 31.85, 31.85, 31.85, 31.85, 31.85, 31.85, 4000, 1.27, 1, 4000, 100.00
JETKNIT, SM, 01-Oct-2018, 64.40, 65.00, 65.00, 61.20, 61.20, 61.20, 62.47, 4500, 2.81, 3, 4500, 100.00
JHS, EQ, 01-Oct-2018, 29.30, 31.70, 31.70, 27.00, 28.55, 28.50, 27.77, 135220, 37.55, 943, 90536, 66.95
JIKIND, BE, 01-Oct-2018, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 5000, 0.02, 1, -, -
JINDALPHOT, EQ, 01-Oct-2018, 31.95, 32.50, 33.95, 31.50, 32.90, 32.80, 32.49, 9708, 3.15, 24, 9589, 98.77
JINDALPOLY, EQ, 01-Oct-2018, 269.25, 270.95, 295.00, 265.20, 292.80, 288.50, 278.69, 80460, 224.23, 2419, 47608, 59.17
JINDALSAW, EQ, 01-Oct-2018, 73.35, 73.85, 73.85, 68.60, 72.50, 71.95, 71.01, 1403631, 996.71, 7794, 688404, 49.04
JINDALSTEL, EQ, 01-Oct-2018, 196.35, 192.40, 197.85, 178.55, 192.50, 193.75, 187.59, 18245838, 34227.85, 145375, 1981470, 10.86
JINDCOT, EQ, 01-Oct-2018, 4.80, 4.90, 4.90, 4.40, 4.70, 4.70, 4.56, 13240, 0.60, 37, 9771, 73.80
JINDRILL, EQ, 01-Oct-2018, 122.00, 120.00, 120.50, 116.20, 118.10, 119.30, 118.76, 35667, 42.36, 444, 19934, 55.89
JINDWORLD, EQ, 01-Oct-2018, 370.10, 380.00, 387.00, 361.15, 378.00, 379.25, 376.36, 66050, 248.59, 530, 19212, 29.09
JISLDVREQS, EQ, 01-Oct-2018, 42.60, 42.00, 43.50, 39.25, 42.75, 43.05, 41.46, 155111, 64.31, 1137, 66641, 42.96
JISLJALEQS, EQ, 01-Oct-2018, 61.05, 61.00, 64.70, 55.00, 64.50, 63.95, 60.27, 15619217, 9413.71, 42229, 2839896, 18.18
JITFINFRA, BE, 01-Oct-2018, 17.60, 16.80, 18.45, 16.75, 18.45, 18.35, 17.06, 17574, 3.00, 71, -, -
JKCEMENT, EQ, 01-Oct-2018, 767.00, 772.05, 773.85, 714.95, 750.00, 752.70, 748.33, 33574, 251.25, 2574, 21792, 64.91
JKIL, EQ, 01-Oct-2018, 203.20, 162.60, 162.60, 162.60, 162.60, 162.60, 162.60, 158753, 258.13, 697, 158752, 100.00
JKLAKSHMI, EQ, 01-Oct-2018, 304.30, 302.00, 305.50, 289.05, 296.95, 298.35, 295.85, 65134, 192.70, 1843, 32045, 49.20
JKPAPER, EQ, 01-Oct-2018, 143.85, 140.20, 152.70, 138.35, 152.20, 150.60, 145.66, 1057370, 1540.19, 10242, 459278, 43.44
JKTYRE, EQ, 01-Oct-2018, 97.15, 97.50, 98.40, 92.35, 93.40, 94.10, 94.70, 1141119, 1080.66, 8473, 591157, 51.81
JMA, EQ, 01-Oct-2018, 175.35, 173.00, 178.00, 156.55, 163.10, 164.40, 165.63, 1820, 3.01, 81, 1309, 71.92
JMCPROJECT, EQ, 01-Oct-2018, 375.75, 374.85, 379.90, 348.00, 376.10, 368.75, 360.05, 30278, 109.02, 1560, 20356, 67.23
JMFINANCIL, EQ, 01-Oct-2018, 86.50, 87.00, 89.00, 78.25, 88.00, 88.25, 84.83, 1970296, 1671.48, 26847, 1234288, 62.64
JMTAUTOLTD, BE, 01-Oct-2018, 2.90, 2.95, 3.00, 2.80, 3.00, 2.95, 2.92, 190392, 5.56, 151, -, -
JOCIL, EQ, 01-Oct-2018, 130.10, 123.30, 135.00, 118.15, 135.00, 134.00, 129.82, 4111, 5.34, 85, 2810, 68.35
JPASSOCIAT, EQ, 01-Oct-2018, 6.60, 6.65, 7.15, 6.25, 7.05, 7.00, 6.66, 68984352, 4597.07, 37282, 13849922, 20.08
JPINFRATEC, BE, 01-Oct-2018, 2.50, 2.55, 2.55, 2.40, 2.40, 2.40, 2.40, 448503, 10.77, 522, -, -
JPOLYINVST, EQ, 01-Oct-2018, 34.65, 34.65, 37.35, 32.60, 36.00, 36.05, 35.37, 1955, 0.69, 18, 1889, 96.62
JPPOWER, EQ, 01-Oct-2018, 2.40, 2.40, 2.40, 2.30, 2.30, 2.30, 2.31, 2969015, 68.67, 1562, 2030326, 68.38
JSL, EQ, 01-Oct-2018, 53.75, 54.00, 56.00, 51.15, 54.60, 54.30, 53.37, 776635, 414.47, 4274, 331343, 42.66
JSLHISAR, EQ, 01-Oct-2018, 109.90, 111.30, 115.75, 104.60, 110.00, 112.10, 111.59, 1154333, 1288.08, 16069, 338355, 29.31
JSWENERGY, EQ, 01-Oct-2018, 61.25, 61.25, 62.60, 59.10, 60.25, 60.55, 60.91, 1277076, 777.85, 7922, 615610, 48.20
JSWHL, EQ, 01-Oct-2018, 2352.70, 2380.65, 2380.65, 2250.00, 2265.00, 2284.20, 2285.27, 3025, 69.13, 261, 2310, 76.36
JSWSTEEL, EQ, 01-Oct-2018, 381.65, 375.00, 386.85, 371.10, 380.90, 380.85, 379.80, 8910012, 33839.89, 64743, 3327964, 37.35
JSWSTEEL, P2, 01-Oct-2018, 6.85, 6.85, 6.95, 6.85, 6.85, 6.85, 6.85, 215444, 14.76, 25, 215444, 100.00
JTEKTINDIA, EQ, 01-Oct-2018, 111.00, 105.00, 112.40, 104.40, 108.65, 109.10, 108.37, 134114, 145.34, 1945, 73224, 54.60
JUBILANT, EQ, 01-Oct-2018, 732.70, 735.50, 735.50, 672.10, 713.00, 711.75, 701.52, 369400, 2591.42, 21949, 131152, 35.50
JUBLFOOD, EQ, 01-Oct-2018, 1229.75, 1240.00, 1258.00, 1205.00, 1247.00, 1240.75, 1231.22, 1128958, 13899.99, 34914, 153213, 13.57
JUBLINDS, EQ, 01-Oct-2018, 103.05, 105.00, 107.90, 99.00, 103.00, 102.60, 101.68, 13513, 13.74, 427, 6734, 49.83
JUNIORBEES, EQ, 01-Oct-2018, 280.90, 280.90, 281.75, 274.50, 281.00, 280.81, 277.44, 77663, 215.47, 2256, 55869, 71.94
JUSTDIAL, EQ, 01-Oct-2018, 477.50, 490.20, 495.00, 409.15, 490.00, 484.25, 455.02, 5429995, 24707.52, 82865, 434349, 8.00
JVLAGRO, BZ, 01-Oct-2018, 5.85, 5.85, 5.85, 5.60, 5.60, 5.60, 5.60, 17959, 1.01, 53, -, -
JYOTHYLAB, EQ, 01-Oct-2018, 195.25, 193.50, 195.25, 181.55, 191.55, 189.60, 188.31, 191381, 360.38, 4116, 127397, 66.57
JYOTISTRUC, BZ, 01-Oct-2018, 2.30, 2.30, 2.35, 2.20, 2.20, 2.20, 2.22, 7108, 0.16, 30, -, -
KABRAEXTRU, EQ, 01-Oct-2018, 76.20, 78.00, 78.00, 71.00, 74.85, 74.30, 73.47, 38735, 28.46, 316, 33777, 87.20
KAJARIACER, EQ, 01-Oct-2018, 367.40, 362.50, 385.20, 350.00, 382.65, 380.85, 367.07, 446244, 1638.01, 14112, 117384, 26.30
KAKATCEM, EQ, 01-Oct-2018, 206.40, 208.00, 208.40, 197.30, 203.10, 204.95, 202.98, 15614, 31.69, 788, 5833, 37.36
KALPATPOWR, EQ, 01-Oct-2018, 334.45, 339.80, 341.80, 315.30, 329.00, 324.20, 327.66, 284680, 932.79, 6413, 96121, 33.76
