SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
LUMAXIND, EQ, 01-Oct-2018, 1953.30, 1937.50, 1950.00, 1770.05, 1950.00, 1893.00, 1812.94, 10662, 193.30, 1346, 6451, 60.50
LUMAXTECH, EQ, 01-Oct-2018, 162.95, 162.00, 173.00, 153.60, 173.00, 168.95, 160.91, 81737, 131.52, 2067, 46441, 56.82
LUPIN, EQ, 01-Oct-2018, 900.95, 905.55, 905.55, 879.50, 897.00, 895.90, 890.82, 2129770, 18972.41, 80480, 636782, 29.90
LUXIND, EQ, 01-Oct-2018, 1622.55, 1601.00, 1635.10, 1520.00, 1531.00, 1575.60, 1560.34, 55532, 866.49, 2362, 9328, 16.80
LYCOS, EQ, 01-Oct-2018, 3.20, 3.20, 3.25, 3.00, 3.25, 3.20, 3.13, 329229, 10.30, 261, 220761, 67.05
LYKALABS, EQ, 01-Oct-2018, 38.30, 38.50, 40.50, 34.50, 35.80, 36.05, 35.99, 108406, 39.02, 747, 71456, 65.92
LYPSAGEMS, EQ, 01-Oct-2018, 11.65, 11.65, 11.80, 10.50, 11.00, 11.00, 10.99, 60180, 6.61, 251, 28336, 47.09
M&M, EQ, 01-Oct-2018, 860.95, 860.50, 864.45, 840.95, 847.15, 847.60, 850.00, 3060818, 26016.89, 76480, 1801446, 58.86
M&MFIN, EQ, 01-Oct-2018, 400.20, 395.00, 419.85, 386.05, 418.05, 413.95, 398.93, 1796834, 7168.04, 46807, 586322, 32.63
M&MFIN, N2, 01-Oct-2018, 1004.00, 990.01, 990.01, 990.01, 990.01, 990.01, 990.01, 75, 0.74, 1, 75, 100.00
M&MFIN, N3, 01-Oct-2018, 1170.00, 1144.00, 1144.00, 1144.00, 1144.00, 1144.00, 1144.00, 50, 0.57, 1, 50, 100.00
M100, EQ, 01-Oct-2018, 18.62, 18.85, 18.95, 18.25, 18.77, 18.76, 18.47, 27822, 5.14, 131, 20362, 73.19
M15RG, MF, 01-Oct-2018, 7.66, 6.96, 6.96, 6.96, 6.96, 6.96, 6.96, 1000, 0.07, 1, 1000, 100.00
M17RG, MF, 01-Oct-2018, 10.00, 10.00, 10.00, 9.00, 9.00, 9.00, 9.10, 20, 0.00, 3, 20, 100.00
M50, EQ, 01-Oct-2018, 104.50, 105.80, 105.90, 100.65, 103.70, 103.70, 103.08, 5980, 6.16, 71, 2788, 46.62
MAANALU, EQ, 01-Oct-2018, 98.65, 103.85, 104.70, 96.35, 101.50, 101.40, 102.21, 6628, 6.77, 335, 3456, 52.14
MACPOWER, SM, 01-Oct-2018, 160.00, 165.00, 165.05, 145.10, 146.00, 153.30, 153.56, 42000, 64.49, 68, 16000, 38.10
MADHAV, EQ, 01-Oct-2018, 41.70, 41.50, 43.05, 40.00, 42.00, 42.25, 41.63, 2280, 0.95, 43, 1743, 76.45
MADHUCON, EQ, 01-Oct-2018, 7.75, 7.95, 7.95, 7.40, 7.40, 7.40, 7.54, 56493, 4.26, 145, 39391, 69.73
MADRASFERT, EQ, 01-Oct-2018, 17.65, 17.45, 18.85, 15.10, 18.60, 18.30, 16.94, 223274, 37.82, 1524, 94707, 42.42
MAGADSUGAR, EQ, 01-Oct-2018, 138.10, 131.20, 131.20, 131.20, 131.20, 131.20, 131.20, 2670, 3.50, 25, 2669, 99.96
MAGMA, EQ, 01-Oct-2018, 115.05, 113.05, 124.80, 109.50, 116.95, 117.55, 115.06, 162819, 187.34, 2537, 74795, 45.94
MAGNUM, BE, 01-Oct-2018, 5.95, 5.75, 6.10, 5.75, 5.80, 5.80, 5.97, 9451, 0.56, 42, -, -
MAHABANK, EQ, 01-Oct-2018, 11.10, 11.25, 11.40, 11.00, 11.40, 11.30, 11.17, 338308, 37.78, 970, 210279, 62.16
MAHAPEXLTD, BE, 01-Oct-2018, 166.95, 158.65, 158.65, 158.65, 158.65, 158.65, 158.65, 561, 0.89, 5, -, -
MAHASTEEL, EQ, 01-Oct-2018, 69.50, 74.80, 74.80, 66.80, 68.10, 69.45, 69.67, 21711, 15.13, 238, 2574, 11.86
MAHESHWARI, SM, 01-Oct-2018, 184.00, 188.00, 190.00, 184.00, 185.50, 185.50, 186.23, 11000, 20.49, 9, 8000, 72.73
MAHICKRA, SM, 01-Oct-2018, 44.95, 47.45, 47.45, 46.90, 46.90, 46.90, 47.18, 12000, 5.66, 2, 12000, 100.00
MAHINDCIE, EQ, 01-Oct-2018, 264.85, 264.85, 264.85, 249.95, 256.00, 255.10, 254.27, 260301, 661.88, 12298, 142717, 54.83
MAHLIFE, EQ, 01-Oct-2018, 437.00, 436.70, 444.95, 409.60, 441.40, 440.45, 426.38, 64127, 273.42, 2564, 46503, 72.52
MAHLOG, EQ, 01-Oct-2018, 513.85, 519.00, 519.70, 504.95, 513.80, 511.50, 511.55, 202171, 1034.20, 4341, 194574, 96.24
MAHSCOOTER, EQ, 01-Oct-2018, 2452.55, 2450.00, 2548.00, 2448.55, 2503.10, 2532.00, 2478.18, 7246, 179.57, 609, 6710, 92.60
MAHSEAMLES, EQ, 01-Oct-2018, 427.20, 433.55, 434.00, 407.30, 431.50, 430.90, 417.58, 46826, 195.54, 1820, 11305, 24.14
MAITHANALL, EQ, 01-Oct-2018, 530.90, 535.00, 535.00, 490.00, 510.00, 516.80, 508.41, 48015, 244.11, 3239, 27653, 57.59
MAJESCO, EQ, 01-Oct-2018, 462.90, 463.95, 490.00, 438.65, 484.00, 485.55, 465.18, 66063, 307.31, 6549, 31069, 47.03
MALUPAPER, EQ, 01-Oct-2018, 47.85, 47.50, 47.50, 45.50, 45.60, 45.70, 46.13, 6380, 2.94, 48, 4676, 73.29
MANAKALUCO, EQ, 01-Oct-2018, 5.80, 6.25, 6.25, 5.25, 5.80, 5.80, 5.54, 9330, 0.52, 69, 6085, 65.22
MANAKCOAT, EQ, 01-Oct-2018, 6.90, 6.50, 7.45, 6.25, 6.60, 6.75, 6.53, 31567, 2.06, 115, 19023, 60.26
MANAKSIA, EQ, 01-Oct-2018, 39.50, 39.50, 39.50, 37.10, 38.65, 38.45, 38.21, 15361, 5.87, 163, 12931, 84.18
MANAKSTEEL, EQ, 01-Oct-2018, 18.65, 18.00, 19.05, 15.60, 16.80, 16.80, 16.42, 77481, 12.72, 365, 45510, 58.74
MANALIPETC, EQ, 01-Oct-2018, 34.40, 34.65, 34.65, 30.80, 33.35, 33.10, 32.21, 1067359, 343.76, 3821, 499152, 46.77
MANAPPURAM, EQ, 01-Oct-2018, 72.40, 72.50, 75.40, 68.95, 74.35, 74.50, 72.01, 5828549, 4196.89, 20295, 1488718, 25.54
MANAV, SM, 01-Oct-2018, 8.50, 8.15, 8.15, 8.15, 8.15, 8.15, 8.15, 4000, 0.33, 1, 4000, 100.00
MANDHANA, BE, 01-Oct-2018, 4.95, 4.75, 4.90, 4.75, 4.75, 4.75, 4.76, 25543, 1.22, 50, -, -
MANGALAM, EQ, 01-Oct-2018, 72.25, 73.00, 73.30, 68.65, 70.35, 69.70, 70.03, 30055, 21.05, 558, 21560, 71.74
MANGCHEFER, EQ, 01-Oct-2018, 43.10, 44.15, 44.25, 41.90, 43.55, 43.50, 43.36, 142976, 61.99, 536, 112735, 78.85
MANGLMCEM, EQ, 01-Oct-2018, 225.65, 223.00, 239.00, 218.45, 234.85, 230.25, 224.86, 10214, 22.97, 313, 7367, 72.13
MANGTIMBER, EQ, 01-Oct-2018, 18.00, 18.00, 20.00, 16.25, 17.60, 17.35, 17.04, 35584, 6.06, 313, 16843, 47.33
MANINDS, EQ, 01-Oct-2018, 75.05, 76.45, 76.45, 66.05, 70.75, 70.95, 69.44, 516439, 358.60, 3514, 345551, 66.91
MANINFRA, EQ, 01-Oct-2018, 40.15, 39.35, 40.10, 36.85, 38.65, 38.65, 38.11, 344002, 131.11, 1876, 157332, 45.74
MANPASAND, EQ, 01-Oct-2018, 108.05, 105.00, 111.45, 102.65, 106.10, 108.40, 104.75, 415074, 434.81, 4680, 199086, 47.96
MANUGRAPH, BE, 01-Oct-2018, 32.05, 31.90, 31.90, 30.45, 30.45, 30.45, 30.58, 4187, 1.28, 46, -, -
MARALOVER, EQ, 01-Oct-2018, 26.05, 25.30, 28.45, 24.05, 26.95, 26.75, 26.26, 12367, 3.25, 83, 6320, 51.10
MARATHON, EQ, 01-Oct-2018, 133.45, 139.00, 139.00, 124.00, 129.50, 130.90, 130.23, 5737, 7.47, 112, 3559, 62.04
MARICO, EQ, 01-Oct-2018, 333.05, 334.00, 341.90, 328.55, 333.30, 333.25, 334.84, 1903650, 6374.13, 21087, 1227649, 64.49
MARKSANS, EQ, 01-Oct-2018, 29.40, 29.50, 29.50, 26.00, 29.20, 29.30, 28.25, 2638305, 745.30, 8824, 835994, 31.69
MARSHALL, SM, 01-Oct-2018, 40.00, 39.00, 39.90, 38.00, 39.90, 39.90, 38.97, 9000, 3.51, 3, 9000, 100.00
MARUTI, EQ, 01-Oct-2018, 7347.95, 7354.00, 7485.00, 7206.00, 7465.00, 7463.95, 7349.50, 1034603, 76038.20, 115011, 386469, 37.35
MASFIN, EQ, 01-Oct-2018, 523.45, 515.65, 515.65, 486.95, 490.20, 494.85, 498.54, 29651, 147.82, 1199, 16352, 55.15
MASTEK, EQ, 01-Oct-2018, 468.60, 471.05, 473.95, 432.00, 435.80, 436.60, 442.07, 152805, 675.51, 7530, 72903, 47.71
MATRIMONY, EQ, 01-Oct-2018, 472.40, 465.00, 544.00, 450.00, 544.00, 498.95, 457.59, 36062, 165.02, 531, 33801, 93.73
MAWANASUG, BE, 01-Oct-2018, 48.45, 46.25, 50.50, 46.05, 48.50, 49.85, 47.57, 98576, 46.90, 377, -, -
MAXINDIA, EQ, 01-Oct-2018, 74.00, 74.60, 77.15, 72.20, 75.00, 76.15, 74.81, 79783, 59.69, 658, 48803, 61.17
MAXVIL, EQ, 01-Oct-2018, 56.60, 55.80, 55.80, 51.90, 55.00, 54.80, 53.29, 124599, 66.39, 1289, 63908, 51.29
MAYURUNIQ, EQ, 01-Oct-2018, 368.40, 373.00, 373.00, 356.00, 359.40, 359.35, 361.92, 18547, 67.12, 800, 12174, 65.64
MAZDA, EQ, 01-Oct-2018, 339.55, 339.30, 344.95, 327.00, 339.00, 340.05, 338.92, 2235, 7.57, 64, 1883, 84.25
MBAPL, SM, 01-Oct-2018, 45.10, 45.00, 45.00, 45.00, 45.00, 45.00, 45.00, 3000, 1.35, 1, 3000, 100.00
MBECL, BE, 01-Oct-2018, 31.15, 29.60, 29.60, 29.60, 29.60, 29.60, 29.60, 36189, 10.71, 40, -, -
MBLINFRA, EQ, 01-Oct-2018, 15.70, 16.40, 16.40, 14.95, 15.10, 15.20, 15.06, 125276, 18.87, 384, 80204, 64.02
MCDHOLDING, EQ, 01-Oct-2018, 24.30, 24.25, 24.25, 21.20, 22.70, 22.90, 22.83, 33845, 7.73, 428, 25904, 76.54
MCDOWELL-N, EQ, 01-Oct-2018, 514.30, 513.95, 523.15, 495.00, 516.00, 516.55, 505.45, 1397723, 7064.76, 42793, 419618, 30.02
MCL, SM, 01-Oct-2018, 149.50, 154.00, 154.00, 142.05, 143.00, 143.00, 145.68, 9600, 13.98, 8, 8400, 87.50
MCLEODRUSS, EQ, 01-Oct-2018, 145.30, 144.00, 154.95, 140.10, 154.50, 151.60, 145.53, 173466, 252.44, 3098, 86356, 49.78
MCX, EQ, 01-Oct-2018, 688.45, 665.00, 708.50, 650.00, 704.00, 705.85, 675.33, 718438, 4851.80, 18177, 159582, 22.21
MDL, SM, 01-Oct-2018, 57.25, 47.00, 55.00, 45.80, 55.00, 55.00, 49.81, 10000, 4.98, 4, 10000, 100.00
MEGASOFT, EQ, 01-Oct-2018, 5.75, 6.40, 6.40, 5.40, 6.35, 6.25, 5.97, 53642, 3.20, 193, 40224, 74.99
MEGH, EQ, 01-Oct-2018, 75.45, 77.55, 77.55, 69.30, 73.90, 73.70, 72.06, 1987912, 1432.43, 13011, 1034009, 52.01
MENONBE, EQ, 01-Oct-2018, 82.40, 80.40, 84.90, 78.05, 79.50, 79.90, 79.31, 20814, 16.51, 501, 12538, 60.24
MEP, EQ, 01-Oct-2018, 47.20, 46.95, 48.20, 43.75, 47.40, 47.35, 45.61, 723711, 330.06, 5169, 138390, 19.12
MERCATOR, EQ, 01-Oct-2018, 17.05, 17.00, 17.15, 15.70, 16.80, 16.90, 16.49, 597979, 98.59, 2545, 309632, 51.78
MERCK, EQ, 01-Oct-2018, 2592.10, 2535.00, 2721.70, 2535.00, 2721.70, 2721.70, 2680.24, 28113, 753.49, 3681, 17605, 62.62
METALFORGE, BE, 01-Oct-2018, 12.55, 13.15, 13.15, 11.95, 12.35, 12.15, 12.08, 28555, 3.45, 115, -, -
METKORE, BE, 01-Oct-2018, 1.45, 1.40, 1.45, 1.40, 1.40, 1.40, 1.40, 14077, 0.20, 21, -, -
MFSL, EQ, 01-Oct-2018, 408.30, 405.50, 416.80, 386.50, 408.50, 400.75, 395.89, 817092, 3234.77, 23701, 369075, 45.17
MGL, EQ, 01-Oct-2018, 817.15, 815.00, 823.25, 801.45, 810.00, 810.30, 809.41, 369597, 2991.57, 17533, 190233, 51.47
MHHL, SM, 01-Oct-2018, 34.00, 31.00, 31.00, 30.00, 30.00, 30.00, 30.54, 15000, 4.58, 5, 12000, 80.00
MHRIL, EQ, 01-Oct-2018, 214.45, 209.90, 217.00, 208.20, 212.00, 214.30, 213.79, 83788, 179.13, 3659, 63903, 76.27
MIC, EQ, 01-Oct-2018, 1.90, 1.90, 1.95, 1.85, 1.90, 1.85, 1.88, 237594, 4.47, 196, 156961, 66.06
MIDHANI, EQ, 01-Oct-2018, 116.55, 113.00, 116.00, 109.80, 113.15, 113.75, 112.53, 239955, 270.03, 3154, 104216, 43.43
MINDACORP, EQ, 01-Oct-2018, 134.05, 134.60, 137.75, 120.55, 132.50, 135.05, 128.75, 259106, 333.59, 4529, 139745, 53.93
MINDAIND, EQ, 01-Oct-2018, 353.20, 355.65, 355.65, 324.00, 341.75, 339.25, 333.73, 333032, 1111.44, 7760, 210853, 63.31
MINDTECK, EQ, 01-Oct-2018, 38.95, 41.00, 41.00, 37.00, 37.80, 37.85, 37.82, 3949, 1.49, 53, 3135, 79.39
MINDTREE, EQ, 01-Oct-2018, 1033.25, 1025.10, 1092.55, 1016.00, 1075.60, 1071.80, 1063.00, 1384039, 14712.28, 50910, 304274, 21.98
MIRCELECTR, EQ, 01-Oct-2018, 23.75, 22.65, 24.90, 22.60, 24.90, 24.70, 22.91, 602710, 138.07, 959, 496993, 82.46
MIRZAINT, EQ, 01-Oct-2018, 82.70, 82.50, 83.00, 77.00, 79.80, 80.10, 79.44, 243891, 193.74, 2399, 133455, 54.72
MITCON, SM, 01-Oct-2018, 54.20, 54.10, 54.10, 51.50, 54.00, 54.00, 53.20, 6000, 3.19, 3, 6000, 100.00
MITTAL, SM, 01-Oct-2018, 22.50, 22.50, 22.50, 22.50, 22.50, 22.50, 22.50, 60000, 13.50, 4, 60000, 100.00
MKPL, SM, 01-Oct-2018, 74.30, 69.00, 69.00, 69.00, 69.00, 69.00, 69.00, 2000, 1.38, 1, 2000, 100.00
MMFL, EQ, 01-Oct-2018, 601.50, 595.00, 599.80, 573.60, 591.00, 588.85, 587.18, 5098, 29.93, 349, 2187, 42.90
MMP, SM, 01-Oct-2018, 206.00, 205.00, 207.95, 200.00, 204.00, 204.00, 204.12, 10200, 20.82, 15, 7200, 70.59
MMTC, EQ, 01-Oct-2018, 27.30, 27.25, 27.25, 25.50, 26.90, 26.70, 26.25, 966353, 253.63, 3950, 342599, 35.45
MOHITIND, EQ, 01-Oct-2018, 8.55, 8.40, 8.75, 8.15, 8.20, 8.20, 8.57, 7069, 0.61, 29, 5157, 72.95
MOHOTAIND, EQ, 01-Oct-2018, 76.55, 74.05, 76.15, 74.05, 75.00, 76.05, 75.42, 6597, 4.98, 58, 6485, 98.30
MOIL, EQ, 01-Oct-2018, 160.80, 159.00, 161.90, 155.00, 156.50, 157.00, 156.71, 431149, 675.67, 8722, 257461, 59.72
MOLDTECH, EQ, 01-Oct-2018, 42.05, 42.05, 44.00, 38.10, 43.95, 43.30, 40.55, 8999, 3.65, 179, 4510, 50.12
MOLDTKPAC, EQ, 01-Oct-2018, 313.70, 313.00, 313.00, 284.00, 295.00, 298.40, 295.18, 46086, 136.04, 891, 36119, 78.37
MONSANTO, EQ, 01-Oct-2018, 2647.45, 2600.10, 2668.20, 2563.25, 2600.00, 2605.20, 2608.12, 3914, 102.08, 668, 2456, 62.75
MONTECARLO, EQ, 01-Oct-2018, 387.20, 399.00, 399.00, 372.00, 379.70, 379.35, 381.23, 10463, 39.89, 750, 6533, 62.44
MORARJEE, EQ, 01-Oct-2018, 21.20, 20.45, 23.00, 20.20, 21.10, 21.70, 21.02, 36722, 7.72, 97, 32885, 89.55
MOREPENLAB, EQ, 01-Oct-2018, 23.15, 22.00, 22.90, 22.00, 22.00, 22.20, 22.14, 694801, 153.83, 2251, 422533, 60.81
MOSERBAER, BZ, 01-Oct-2018, 1.55, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, 136752, 2.05, 63, -, -
MOTHERSUMI, EQ, 01-Oct-2018, 256.80, 256.00, 256.60, 239.15, 249.00, 248.80, 245.68, 5702362, 14009.55, 78966, 2497173, 43.79
MOTILALOFS, EQ, 01-Oct-2018, 673.80, 673.70, 674.50, 650.35, 661.25, 666.65, 660.94, 53741, 355.20, 2664, 25883, 48.16
MOTOGENFIN, EQ, 01-Oct-2018, 43.00, 42.50, 46.00, 42.50, 46.00, 45.95, 44.11, 3013, 1.33, 11, 2812, 93.33
MPHASIS, EQ, 01-Oct-2018, 1173.25, 1173.00, 1178.90, 1156.15, 1160.00, 1159.90, 1161.76, 211299, 2454.78, 19157, 144243, 68.26
MPSLTD, EQ, 01-Oct-2018, 510.95, 518.55, 518.55, 500.05, 502.00, 501.95, 502.67, 8846, 44.47, 441, 6586, 74.45
MPTODAY, SM, 01-Oct-2018, 39.30, 37.50, 37.50, 37.35, 37.35, 37.35, 37.40, 6000, 2.24, 3, 4000, 66.67
MRF, EQ, 01-Oct-2018, 63598.55, 64100.00, 64100.00, 62150.00, 63000.00, 63025.65, 62796.22, 12283, 7713.26, 5356, 6530, 53.16
MRO-TEK, EQ, 01-Oct-2018, 38.10, 36.20, 36.50, 36.20, 36.20, 36.20, 36.22, 8382, 3.04, 28, 7282, 86.88
MRPL, EQ, 01-Oct-2018, 71.80, 71.15, 73.60, 69.10, 69.45, 69.50, 70.20, 2833024, 1988.74, 10134, 1318823, 46.55
MSPL, EQ, 01-Oct-2018, 13.10, 12.90, 13.60, 11.85, 13.10, 13.40, 13.28, 11181, 1.49, 30, 7702, 68.88
MTEDUCARE, EQ, 01-Oct-2018, 43.15, 43.00, 44.00, 40.00, 43.00, 42.45, 40.71, 54722, 22.28, 584, 45849, 83.79
MTNL, EQ, 01-Oct-2018, 13.50, 13.55, 14.10, 12.20, 14.05, 13.75, 13.14, 1193174, 156.76, 2960, 568283, 47.63
MUKANDENGG, EQ, 01-Oct-2018, 23.50, 25.85, 25.85, 20.75, 25.85, 25.45, 23.70, 17668, 4.19, 202, 10511, 59.49
MUKANDLTD, EQ, 01-Oct-2018, 48.40, 48.40, 50.20, 47.50, 49.35, 49.40, 48.35, 59893, 28.96, 314, 45946, 76.71
MUKTAARTS, EQ, 01-Oct-2018, 33.30, 33.30, 35.85, 32.15, 34.90, 34.75, 34.13, 25940, 8.85, 301, 19915, 76.77
MUNJALAU, EQ, 01-Oct-2018, 56.00, 55.00, 55.50, 52.55, 55.25, 55.15, 54.08, 66026, 35.71, 808, 38722, 58.65
MUNJALSHOW, EQ, 01-Oct-2018, 191.00, 194.90, 194.90, 181.00, 186.00, 185.65, 185.44, 35135, 65.15, 759, 22181, 63.13
MURUDCERA, EQ, 01-Oct-2018, 25.25, 26.75, 26.75, 23.20, 24.40, 24.85, 24.08, 48246, 11.62, 461, 26627, 55.19
MUTHOOTCAP, EQ, 01-Oct-2018, 810.25, 827.00, 827.00, 773.05, 780.00, 780.65, 783.15, 34573, 270.76, 1169, 28741, 83.13
MUTHOOTFIN, EQ, 01-Oct-2018, 403.40, 395.50, 443.70, 388.25, 422.00, 425.95, 407.31, 1048343, 4269.97, 20373, 245244, 23.39
MUTHOOTFIN, NB, 01-Oct-2018, 1975.00, 1983.00, 1983.00, 1961.00, 1961.00, 1961.43, 1961.43, 102, 2.00, 3, 100, 98.04
MVL, EQ, 01-Oct-2018, 0.20, 0.25, 0.25, 0.20, 0.25, 0.25, 0.24, 61954, 0.15, 30, 61953, 100.00
N100, EQ, 01-Oct-2018, 640.51, 639.00, 643.00, 638.00, 642.00, 640.88, 642.31, 3603, 23.14, 309, 3402, 94.42
NABARD, N2, 01-Oct-2018, 1110.00, 1110.00, 1111.00, 1107.00, 1110.00, 1108.74, 1109.23, 828, 9.18, 16, 590, 71.26
NACLIND, EQ, 01-Oct-2018, 27.30, 26.50, 29.00, 26.30, 28.80, 28.50, 27.90, 75006, 20.93, 312, 62067, 82.75
NAGAFERT, EQ, 01-Oct-2018, 9.95, 10.00, 10.00, 9.45, 9.70, 9.75, 9.62, 297168, 28.58, 784, 194944, 65.60
NAGAROIL, EQ, 01-Oct-2018, 1.35, 1.35, 1.40, 1.25, 1.30, 1.30, 1.29, 312584, 4.02, 252, 215264, 68.87
NAGREEKCAP, EQ, 01-Oct-2018, 15.45, 14.75, 15.00, 14.70, 15.00, 14.70, 14.71, 10817, 1.59, 26, 8915, 82.42
NAGREEKEXP, EQ, 01-Oct-2018, 23.70, 24.30, 25.25, 22.00, 23.50, 23.40, 23.37, 13944, 3.26, 90, 6831, 48.99
NAHARCAP, EQ, 01-Oct-2018, 100.55, 101.95, 101.95, 97.25, 101.95, 100.25, 99.65, 3791, 3.78, 56, 2940, 77.55
NAHARINDUS, EQ, 01-Oct-2018, 57.60, 56.25, 57.50, 53.00, 55.70, 55.40, 54.85, 40006, 21.94, 162, 33642, 84.09
NAHARPOLY, EQ, 01-Oct-2018, 39.10, 38.05, 38.75, 34.70, 38.00, 38.20, 37.22, 8626, 3.21, 105, 4743, 54.98
NAHARSPING, EQ, 01-Oct-2018, 73.75, 73.95, 74.45, 70.50, 73.60, 73.65, 72.38, 12756, 9.23, 335, 6664, 52.24
NAKODA, BZ, 01-Oct-2018, 0.15, 0.10, 0.15, 0.10, 0.15, 0.10, 0.11, 37357, 0.04, 29, -, -
NANDANI, SM, 01-Oct-2018, 45.65, 43.40, 43.40, 43.40, 43.40, 43.40, 43.40, 2000, 0.87, 1, 2000, 100.00
NARMADA, SM, 01-Oct-2018, 27.45, 25.60, 25.60, 25.50, 25.50, 25.50, 25.55, 12000, 3.07, 3, 12000, 100.00
NATCOPHARM, EQ, 01-Oct-2018, 751.50, 744.00, 759.60, 741.00, 751.70, 751.50, 749.53, 120107, 900.24, 4422, 63767, 53.09
NATHBIOGEN, EQ, 01-Oct-2018, 401.70, 401.05, 407.70, 333.95, 381.05, 381.05, 375.76, 42814, 160.88, 1114, 29540, 69.00
NATIONALUM, EQ, 01-Oct-2018, 60.60, 60.75, 62.45, 57.70, 62.15, 62.10, 60.80, 9611813, 5844.17, 31856, 2782926, 28.95
NATNLSTEEL, BZ, 01-Oct-2018, 7.40, 7.05, 7.05, 7.05, 7.05, 7.05, 7.05, 2924, 0.21, 29, -, -
NAUKRI, EQ, 01-Oct-2018, 1423.15, 1431.70, 1465.00, 1369.25, 1417.65, 1423.85, 1409.24, 81945, 1154.80, 4829, 47514, 57.98
NAVINFLUOR, EQ, 01-Oct-2018, 690.20, 669.55, 699.00, 669.55, 690.50, 689.95, 690.01, 53257, 367.48, 4040, 37542, 70.49
NAVKARCORP, EQ, 01-Oct-2018, 84.40, 85.00, 85.90, 79.60, 82.50, 81.00, 81.64, 163357, 133.36, 3986, 111260, 68.11
NAVNETEDUL, EQ, 01-Oct-2018, 112.20, 113.20, 115.75, 112.35, 115.50, 114.70, 114.02, 70111, 79.94, 828, 50953, 72.67
NBCC, EQ, 01-Oct-2018, 58.50, 58.50, 59.00, 55.35, 58.60, 58.70, 57.32, 5192241, 2976.45, 35394, 1744142, 33.59
NBIFIN, EQ, 01-Oct-2018, 1220.00, 1165.00, 1232.00, 1160.00, 1230.00, 1220.50, 1215.13, 1440, 17.50, 280, 1186, 82.36
NBVENTURES, EQ, 01-Oct-2018, 119.40, 119.65, 125.00, 117.40, 121.40, 121.45, 120.57, 226502, 273.09, 2099, 126634, 55.91
NCC, EQ, 01-Oct-2018, 73.00, 72.40, 72.95, 65.80, 71.15, 72.10, 69.83, 13609675, 9503.83, 48579, 1617483, 11.88
NCLIND, EQ, 01-Oct-2018, 134.80, 137.80, 139.60, 121.20, 127.25, 128.45, 127.77, 44228, 56.51, 1198, 26334, 59.54
NDGL, EQ, 01-Oct-2018, 799.00, 762.00, 798.00, 738.00, 742.00, 777.10, 758.68, 412, 3.13, 50, 240, 58.25
NDL, EQ, 01-Oct-2018, 71.25, 67.30, 71.15, 65.00, 69.35, 68.85, 68.29, 49180, 33.59, 952, 33125, 67.35
NDTV, BE, 01-Oct-2018, 32.80, 31.20, 33.75, 31.20, 32.45, 32.30, 31.93, 18828, 6.01, 106, -, -
NECCLTD, EQ, 01-Oct-2018, 8.20, 8.00, 9.65, 7.65, 8.60, 8.45, 8.17, 49022, 4.00, 229, 27512, 56.12
NECLIFE, EQ, 01-Oct-2018, 22.40, 22.20, 23.00, 20.60, 22.90, 22.40, 21.68, 265051, 57.45, 1627, 121042, 45.67
NELCAST, EQ, 01-Oct-2018, 71.40, 75.90, 75.90, 68.60, 70.80, 70.50, 69.62, 43155, 30.04, 469, 22637, 52.46
NELCO, EQ, 01-Oct-2018, 237.55, 228.60, 244.80, 225.70, 243.75, 242.55, 230.36, 213037, 490.75, 1677, 136812, 64.22
NESCO, EQ, 01-Oct-2018, 434.20, 444.80, 444.80, 423.00, 436.00, 436.70, 432.73, 31917, 138.12, 1645, 23587, 73.90
NESTLEIND, EQ, 01-Oct-2018, 9699.65, 9723.95, 9750.45, 9466.50, 9610.00, 9609.65, 9555.36, 53328, 5095.68, 10494, 30661, 57.50
NETWORK18, EQ, 01-Oct-2018, 43.35, 44.40, 44.80, 41.30, 43.70, 43.70, 42.91, 902073, 387.10, 3484, 365958, 40.57
NEULANDLAB, EQ, 01-Oct-2018, 686.30, 686.35, 694.65, 638.30, 649.00, 646.75, 660.56, 14103, 93.16, 939, 10015, 71.01
NEWGEN, EQ, 01-Oct-2018, 218.55, 216.00, 230.00, 212.00, 217.20, 224.05, 220.80, 35496, 78.38, 2521, 24722, 69.65
NEXTMEDIA, EQ, 01-Oct-2018, 16.00, 15.25, 16.35, 15.20, 15.95, 15.95, 15.62, 24001, 3.75, 72, 18541, 77.25
NFL, EQ, 01-Oct-2018, 38.15, 38.35, 38.60, 36.50, 38.20, 38.25, 37.37, 376799, 140.82, 2080, 177847, 47.20
NH, EQ, 01-Oct-2018, 244.95, 248.30, 248.30, 230.80, 232.00, 233.25, 235.89, 13303, 31.38, 664, 9376, 70.48
NHAI, N1, 01-Oct-2018, 1049.64, 1051.10, 1051.10, 1049.00, 1050.90, 1050.90, 1050.06, 6830, 71.72, 52, 6805, 99.63
NHAI, N2, 01-Oct-2018, 1110.81, 1110.00, 1116.99, 1110.00, 1113.00, 1113.65, 1110.48, 45162, 501.51, 81, 42953, 95.11
NHAI, N4, 01-Oct-2018, 1144.99, 1135.00, 1135.00, 1135.00, 1135.00, 1135.00, 1135.00, 20, 0.23, 2, 20, 100.00
